white_id,white_rating,black_id,black_rating,elo_diff,winner,victory_status,turns,moves
djouah1,1276,zazz4,1997,-721,black,resign,40,c4 c6 d4 d5 c5 Bf5 Nf3 e6 h3 Nd7 Qb3 b6 cxb6 axb6 e3 Ngf6 a3 c5 Nc3 Be7 dxc5 bxc5 Qb5 Rb8 Qa4 O-O Bb5 Nb6 Qh4 Ne4 Nxe4 Bxh4 Nxh4 Bxe4 Be2 Qxh4 O-O Nc4 Bxc4 dxc4
init9,1010,ucantcmeok,1730,-720,black,mate,106,d3 d5 e4 dxe4 dxe4 Qxd1+ Kxd1 Nf6 Nf3 Nxe4 Ke1 Nc6 Bb5 e6 Bxc6+ bxc6 Nc3 Nxc3 bxc3 Bc5 Rb1 Ba6 Nd2 Ke7 c4 Rab8 Nb3 Bxc4 Nxc5 Rxb1 Kd2 Rd8+ Kc3 Bxa2 f4 Rb5 Ba3 Kf6 Ra1 Bd5 Rd1 Kf5 g3 Rbb8 h3 Bg2 g4+ Kg6 Rg1 Bxh3 Ne4 f5 gxf5+ Kxf5 Ng5 Bg4 Nf7 Rd1 Rg3 Ra1 Be7 Kxf4 Rd3 Rd1 Bg5+ Kf5 Rg3 Ra1 Kd3 Ra3+ c3 Rf8 Nh6+ gxh6 Bxh6 Rd8+ Kc4 Rg8 Kc5 a5 c4 Rxg3 Kxc6 Bf3+ Kxc7 a4 c5 a3 c6 Bxc6 Kxc6 Rd3 Bf4 Rc8+ Kb7 Rc4 Bc7 a2 Kc8 Rdc3 Kd8 Rxc7 Ke8 Rb3 Kf8 Rb8#
webkin,1524,dansker,2243,-719,black,resign,56,e4 c6 d4 d5 e5 Bf5 Bd3 Bxd3 Qxd3 e6 Ne2 Ne7 O-O Ng6 Nf4 c5 c3 Nc6 Be3 Nxf4 Bxf4 Be7 b3 cxd4 cxd4 Qb6 Be3 Nb4 Qd2 Rc8 Nc3 O-O Rac1 Qa6 Rfd1 Qa3 Ra1 Rc6 Nb5 Qa6 a4 Rc2 Qe1 Qb6 Rd2 a6 Na3 Rc3 Rb2 Rfc8 Rc1 Rxc1 Bxc1 Nd3 Qd2 Rxc1+
mimirilinguis,982,alizali,1700,-718,black,resign,49,e4 e5 f3 Nc6 c3 d6 d4 f6 dxe5 fxe5 b4 Nf6 Bb5 Bd7 Bxc6 Bxc6 Bg5 Be7 Bxf6 Bxf6 a4 b6 b5 Bb7 c4 a6 bxa6 Bxa6 Kf2 O-O Nh3 Bxc4 Na3 Ba6 Rc1 Rc8 Re1 Qe8 g4 h6 Qb3+ Kh8 Rc2 Bh4+ Kg2 Bxe1 Rxc7 Rxc7 Qxb6
towhen,1364,reza_zabihie,2081,-717,draw,draw,13,d4 d5 Nf3 c6 e3 f6 c3 Nd7 b4 e5 Bd3 e4 Nfd2
lkasperbauer,1063,alejandro555,1779,-716,black,resign,46,e4 e6 Nc3 d5 exd5 exd5 Qh5 Nf6 Qe5+ Be7 Nxd5 Nxd5 Qxg7 Rf8 Bb5+ c6 Bd3 Be6 Qxh7 Nd7 Bf5 N7f6 Qh3 Nf4 Qc3 Qd5 g4 Qxh1 Qg3 Bxf5 gxf5 O-O-O Qxf4 Qxg1+ Ke2 Qg4+ Qxg4 Nxg4 d4 Nxh2 Bf4 Rfe8 Rh1 Ng4 Rh4 Bxh4+
prac,1575,dusanmunja_003,2291,-716,black,resign,76,d4 d5 c4 c6 Nf3 Nf6 Nc3 a6 Bg5 e6 e4 dxe4 Nxe4 Bb4+ Nfd2 Qxd4 Bxf6 Qxe4+ Be2 Bxd2+ Qxd2 gxf6 O-O Rg8 f3 Qg6 Rf2 Qg5 f4 Qc5 b4 Qe7 b5 Bd7 Rd1 cxb5 Rf3 bxc4 Bxc4 Qc5+ Qd4 Qxd4+ Rxd4 Bc6 Rfd3 Rxg2+ Kf1 Nd7 f5 Ne5 Rh3 Nxc4 Rxc4 O-O-O Rxc6+ bxc6 Kxg2 Rd2+ Kg3 Rd3+ Kg4 Rxh3 Kxh3 c5 Kg2 exf5 Kf2 c4 Ke2 f4 Kd2 f3 Ke3 c3 Kxf3 c2
madd_hatter,1506,future-hero,2221,-715,black,resign,70,Nc3 d5 e4 d4 Nce2 e5 Ng3 Nf6 d3 g6 Nf3 Nc6 Be2 Bg7 O-O O-O c3 dxc3 bxc3 Bg4 Qc2 Qd7 Rd1 Rad8 Nf1 Rfe8 Ne3 Bxf3 Bxf3 h5 h3 Nh7 Be2 Ng5 Nd5 Nxh3+ gxh3 Qxh3 Bf1 Qg4+ Bg2 h4 f3 Qh5 Qe2 f5 Rd2 Rd7 exf5 gxf5 f4 Qg6 c4 exf4 Qf3 Bxa1 Nxf4 Qg3 Qxg3+ hxg3 Bxc6 bxc6 Kg2 Bd4 Kxg3 Be3 Rd1 Bxc1 Rxc1 Re3+
init9,1014,ucantcmeok,1728,-714,black,resign,12,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Bg5 Nxe4 Nc3 Nxg5
giuseppepapolino,1369,robixy,2082,-713,black,resign,20,d4 Nf6 Nf3 g6 Bf4 Bg7 e3 Nh5 Be5 f6 Bg3 Nxg3 hxg3 d5 Bd3 e5 Bxg6+ hxg6 Nc3 Rxh1+
evan_h1234,1331,snovapampa,2043,-712,black,resign,46,e4 e6 Nf3 b6 Nc3 Bb7 d3 Nf6 Bg5 Be7 Be2 h6 Bxf6 Bxf6 O-O d6 d4 Nd7 d5 O-O dxe6 fxe6 Nd4 Qe8 Bh5 Qe7 Re1 Bxd4 Qxd4 Qh4 Bg6 Ne5 Rf1 Qg5 f4 Rxf4 Rxf4 Qxf4 Rf1 Qg5 Nd5 exd5 exd5 Nxg6 Qe4 Bxd5
evan_h1234,1332,spallaxx,2043,-711,black,resign,24,e4 c5 Nf3 e6 Nc3 a6 Bc4 b5 Bd3 Bb7 O-O Qc7 Re1 d6 e5 d5 Ng5 Ne7 Bxh7 Nd7 Qf3 Nxe5 d3 Nxf3+
ftffgff,1500,chess4life23,2210,-710,black,mate,32,g4 d5 Nf3 Bxg4 Rg1 Bxf3 exf3 Nf6 Rxg7 Bxg7 Bh3 Nc6 Qe2 a6 Nc3 Qd6 Ne4 dxe4 fxe4 Qxh2 Qf1 Nd4 Rb1 Nxe4 f3 Qg3+ Kd1 Nf2+ Qxf2 Qxf2 d3 Qe2#
skylar-morgan123,1121,vicente_gar_bra,1831,-710,black,resign,9,g3 e5 e3 d5 c3 Nf6 a3 Bd6 b3
anonymous_enemy,1500,mysterious_expert,2209,-709,black,resign,52,Nf3 d5 e3 Nf6 b3 b6 Bb2 c5 d4 e6 c4 Bb7 Be2 Be7 O-O O-O Nc3 Nbd7 Rc1 Re8 h3 Rc8 Nb5 a6 Nc3 cxd4 exd4 h6 Qd2 Bf8 cxd5 exd5 Rfe1 Ne4 Nxe4 dxe4 Nh2 Bd6 Ng4 f5 Ne3 f4 Bc4+ Kh8 Nc2 Qg5 d5 Be5 Bxe5 Nxe5 Qd4 Nf3+
zoerichi,1025,azredrider,1734,-709,draw,draw,6,Nc3 d5 Nxd5 Qxd5 Nf3 Nf6
hus1972,1102,gmsohum,1810,-708,white,resign,59,e3 e5 Be2 d5 Nf3 Nc6 O-O Nf6 d3 Bd6 Nc3 a6 Bd2 O-O d4 e4 Ne1 Ne7 Nxd5 Bxh2+ Kxh2 Qxd5 Rh1 Qg5 Kg1 Ng4 c4 Ng6 Bc3 Nh4 Qd2 Re8 Bd1 Re6 g3 Nf5 d5 Rg6 Ng2 Rh6 Rxh6 Ngxh6 Qc2 Qe7 Nf4 g6 d6 Qxd6 Nd5 Ng7 Nf6+ Kh8 Ne8 Qd8 Bxg7+ Kg8 Bxh6 Qxe8 Qc3
louwyhs,1236,kardsalan,1941,-705,black,resign,19,e4 c6 Nf3 d5 exd5 cxd5 Bb5+ Nc6 Bxc6+ bxc6 Ne5 Qc7 Qh5 e6 d4 Nf6 Qxf7+ Qxf7 Nxf7
kyanh,1488,vikingo31,2192,-704,black,resign,60,d4 Nf6 Bf4 d5 e3 Bf5 Nf3 c6 Nbd2 Qb6 Qc1 Nbd7 c3 e6 Be2 h6 h3 Be7 O-O O-O c4 c5 cxd5 Nxd5 Nc4 Nxf4 exf4 Qc7 Qe3 Nf6 Rac1 Nd5 Qe5 Qd8 Ne3 Bf6 Nxf5 Bxe5 Nxh6+ gxh6 Nxe5 Nxf4 Bf3 cxd4 Rfd1 Rb8 g3 Nxh3+ Kh2 Ng5 Bh5 Qd6 Ng4 Kg7 Ne3 Rbc8 Rxc8 Rxc8 Be2 Qe5
bischopscup,1253,willisand,1956,-703,black,resign,86,d4 e6 Nf3 c5 e3 d5 dxc5 Bxc5 Bd2 Nc6 Bd3 Nf6 O-O O-O Re1 e5 Bc3 e4 Bb5 exf3 Bxc6 bxc6 Qxf3 Ne4 Nd2 Nxc3 bxc3 Qf6 c4 Qxf3 Nxf3 dxc4 Rad1 Be6 Nd4 Bxd4 Rxd4 Rfd8 c3 c5 Rf4 g5 Rf6 Kg7 Rf3 Rd2 a4 Rb8 e4 Rbb2 e5 h5 h3 g4 hxg4 hxg4 Rf6 g3 Rf1 gxf2+ R6xf2 Rxf2 Rxf2 Rxf2 Kxf2 Kg6 Kf3 Kf5 g4+ Kxe5 Ke3 a5 g5 Bd7 g6 fxg6 Kf3 Bxa4 Ke3 Bc2 Kf3 a4 Ke3 a3 Kf3 a2
hulka,1526,first-time-1,2229,-703,black,resign,72,e4 e5 Nf3 Nc6 Bb5 a6 Bxc6 dxc6 O-O Be6 Nc3 Qd6 d4 exd4 Qxd4 Qxd4 Nxd4 Bc8 Bf4 Bc5 Rfd1 Bg4 Rd2 O-O-O f3 Bxd4+ Rxd4 Rxd4 fxg4 Nf6 Re1 Nxg4 h3 Nf6 Be5 Rd2 Bxf6 gxf6 Re2 Rhd8 Kf1 h5 Ke1 R2d4 a4 h4 b3 Rg8 Kf2 Rg3 Na2 Rd1 Nb4 a5 Nd3 b6 Nf4 Kb7 Nh5 Rg6 Nf4 Rg8 Nh5 Rd6 c3 c5 Nf4 Rd1 Nd5 f5 exf5 Rxd5
kylecuver1,999,cptkirchhoff,1701,-702,black,mate,62,e4 d5 f3 e5 Nc3 d4 Nce2 Qg5 d3 Qh4+ g3 Qd8 Bh3 Bxh3 Nxh3 Nc6 c3 Qd7 Bd2 Qxh3 cxd4 Nxd4 Nxd4 exd4 g4 Bd6 Qe2 Bg3+ Kd1 Ne7 Be1 Bxe1 Kxe1 Ng6 Rc1 Nf4 Qf2 Nxd3+ Ke2 Nxf2 Kxf2 g6 Rxc7 f5 gxf5 gxf5 exf5 Qxf5 Ke2 Qe5+ Kd3 Qxc7 Kxd4 Rd8+ Ke4 Qc4+ Ke3 Rd3+ Ke2 Qc2+ Kf1 Rd1#
juanma206,1704,jposthuma,2406,-702,black,resign,38,e4 e5 Nf3 d5 Nxe5 Bd6 d4 dxe4 Bc4 Bxe5 dxe5 Qxd1+ Kxd1 Nc6 Re1 Bg4+ Be2 O-O-O+ Bd2 Bf5 f4 e3 Bd3 Bxd3 cxd3 exd2 Nxd2 Rxd3 Kc2 Nb4+ Kd1 Nh6 a3 Rhd8 Re2 Nd5 Kc2 Ne3+
aca021,1622,chesscarl,2322,-700,black,resign,48,e4 Nf6 Nc3 e5 Nf3 Nc6 Bc4 Nxe4 Bxf7+ Kxf7 Nxe4 d5 Ng3 e4 Ng1 Bc5 d3 exd3 Qxd3 Bg4 h3 Qe7+ N1e2 Nb4 Qb3 Bxe2 Nxe2 Rhe8 Be3 Bxe3 fxe3 Qxe3 Rf1+ Kg6 Qxe3 Nxc2+ Kd2 Nxe3 Rf3 Nc4+ Ke1 c6 Kf2 Nd2 Rg3+ Kf6 Nf4 Ne4+
torstenfo,1233,aeilnrst,1932,-699,black,mate,114,d4 Nf6 c4 e6 Bd2 b6 Nc3 Bb7 Qc2 Be7 e4 d6 e5 Nfd7 f4 c5 Be3 Nc6 dxc5 Nxc5 O-O-O Qc7 exd6 Bxd6 Nb5 Qb8 Nxd6+ Ke7 Bxc5 bxc5 Qc3 Nd4 Nf3 Qxd6 Nxd4 cxd4 Qxd4 Qxd4 Rxd4 Rac8 Be2 Rhg8 Rhd1 Rc7 c5 Bxg2 Bb5 Bd5 Bc4 Rxc5 b3 Rgc8 Kb2 Bxc4 bxc4 Rxc4 Kb3 Rc3+ Kb4 Rc2 Rd7+ Kf6 Rxa7 Rxh2 a4 Rh4 Rd4 Rb8+ Ka3 Rh3+ Ka2 h5 Rdd7 Rf8 a5 Rf3 Rd4 Kf5 Rb7 Rxf4 Rxf4+ Kxf4 a6 g5 Rb4+ Kf5 a7 Ra8 Ra4 e5 Kb2 e4 Kc2 Kf4 Kd1 f5 Ke1 g4 Kf2 h4 Ra5 g3+ Kg1 h3 Kf1 Kg4 Ke2 f4 Kf1 f3 Ra1 h2 Re1 h1=Q#
lukarpov,1802,chess-stat,2500,-698,black,resign,94,e4 e6 d4 d5 Nc3 Nf6 exd5 exd5 Nf3 Bd6 Be2 O-O O-O h6 Nb5 Bg4 Nxd6 Qxd6 Ne5 Bxe2 Qxe2 Nc6 Nxc6 Qxc6 c3 Rfe8 Qc2 Qe6 Be3 Qe4 Rac1 a5 Rfe1 Qxc2 Rxc2 a4 Rce2 Kf8 f3 Nd7 Bf4 Rxe2 Rxe2 Rc8 Kf2 g5 Bg3 Nb6 b3 f5 Be5 Nd7 f4 Kf7 g3 g4 Ke3 c6 Kd3 Nxe5+ fxe5 Ra8 b4 Ke6 Rf2 h5 a3 h4 Rg2 Rh8 gxh4 Rxh4 Kd2 f4 Kd3 Rh3+ Kd2 Kf5 Re2 f3 Rf2 Kf4 Kd3 Rh6 c4 dxc4+ Kxc4 Ke3 Rc2 f2 Rc1 Ke2 Rc2+ Kf3
lukarpov,1802,chess-stat,2500,-698,black,mate,34,d4 Nf6 c4 e5 dxe5 Ng4 Nf3 Bc5 e3 Nc6 Nc3 O-O Be2 Re8 O-O Ncxe5 b3 a5 Nb5 Ra6 Bb2 Rh6 Nbd4 d6 h3 Nxf3+ Bxf3 Ne5 Kh2 Qh4 Rh1 Qxf2 Qe1 Rxh3#
sairamsandeep,1468,elvis1997,2165,-697,black,mate,50,d4 Nf6 Nc3 d5 h3 c5 b3 cxd4 Qxd4 Nc6 Qd2 d4 Na4 e5 a3 b5 Nb2 Ne4 Qd3 Qa5+ Bd2 Nxd2 Qxd2 Bb4 axb4 Qxa1+ Nd1 O-O Qd3 Nxb4 Qe4 Be6 Nf3 Bd5 Qf5 Qc1 e4 Nxc2+ Ke2 Bc4+ bxc4 d3+ Kxd3 Rfd8+ Nd4 Ne1+ Ke2 Rxd4 f3 Qd2#
dragonslayer04,1355,johnrunner,2052,-697,white,resign,37,e4 e6 Nc3 d5 exd5 exd5 d4 Bb4 Bd3 Nc6 Nf3 Nf6 O-O O-O Bg5 h6 Bxf6 Qxf6 Nxd5 Qd6 Ne3 Qd8 c3 Bd6 Re1 b6 Be4 Bb7 Nd2 Qh4 g3 Qd8 Qf3 Qd7 Nf5 Rab8 Qg4
daniel_likes_chess,1413,soultego,2108,-695,black,resign,9,e4 Nc6 d4 e5 d5 Nce7 c3 Ng6 b4
gamingprof,1508,usuarioconnombre,2203,-695,white,mate,41,d4 d5 c4 c6 Nf3 Nf6 cxd5 cxd5 Nc3 Nc6 Bf4 Bf5 e3 Qb6 Bd3 Qxb2 O-O Bg4 Nb5 Kd7 Rb1 Qxa2 Nc3 Qa5 Rxb7+ Kd8 Bc7+ Qxc7 Rxc7 Kxc7 Qa4 Bxf3 Bb5 Nd8 Qa5+ Kc8 Rc1 a6 Nxd5+ Kb8 Qc7#
anonkenyan,1563,first-time-1,2258,-695,black,resign,56,e4 e5 Nf3 Nc6 Nc3 Nf6 Bc4 Nxe4 Nxe4 d5 Bxd5 Qxd5 d3 f6 O-O Bf5 Re1 Be7 c4 Qd7 Be3 O-O-O b3 Qxd3 Qxd3 Rxd3 Ng3 Be6 Rad1 Rhd8 Rxd3 Rxd3 Nd2 Nb4 Nde4 b6 Re2 h6 c5 f5 cxb6 axb6 Nd2 f4 Bxf4 exf4 Rxe6 Kd7 Rxe7+ Kxe7 Nge4 Nxa2 g3 f3 Nxf3 Rxf3
mindfulgaze,1076,thechessdetective,1770,-694,black,resign,26,e4 e5 Bc4 Nf6 d4 exd4 Qxd4 Nc6 Qd1 Bc5 h3 O-O Nc3 Re8 Nge2 Nxe4 Nxe4 Rxe4 Qd5 Qe7 Bg5 Qe6 Qxc5 Rxc4 Qf5 Qxf5
mathmagician,1500,sorin_256,2193,-693,black,mate,50,d4 Nf6 c4 g6 Nc3 d5 cxd5 Nxd5 e4 Nxc3 bxc3 Bg7 Nf3 c5 Bb5+ Nc6 Bxc6+ bxc6 Be3 cxd4 cxd4 c5 O-O O-O Rc1 cxd4 Nxd4 Ba6 Re1 Qd6 Rc6 Qa3 Qb3 Qa5 Rec1 Rad8 Nf3 Rb8 Qd1 Rfd8 Qc2 Rb2 Qc5 Qa4 Qxe7 Qd1+ Rxd1 Rxd1+ Ne1 Rxe1#
elcortez,1265,roman12342005,1957,-692,white,resign,31,e4 d5 e5 Nc6 d4 f6 f4 e6 Bb5 a6 Bxc6+ bxc6 Nf3 c5 exf6 Nxf6 dxc5 Bxc5 Nd4 O-O O-O Ne4 c3 Qd6 b4 Ba7 Nd2 c5 Nxe4 cxd4 Nxd6
chytrycygan,972,novato10,1662,-690,black,resign,50,c4 e5 g3 Nf6 Nf3 c6 Nxe5 Bc5 Nd3 Bb6 f3 d6 b3 O-O e4 Re8 Be2 d5 Qc2 dxe4 Nf4 exf3 Bb2 Qd6 Rf1 fxe2 Nxe2 Bg4 Bxf6 Rxe2+ Kd1 Rxd2+ Kc1 Rxc2+ Kxc2 gxf6 Re1 Bf5+ Kb2 Bd4+ Nc3 Nd7 Rad1 Nc5 Re8+ Rxe8 b4 Re2+ Kc1 Rc2+
evan_h1234,1352,ramso101,2041,-689,black,mate,48,e4 c5 Nf3 e6 Nc3 a6 Bc4 b5 Bd3 c4 Be2 Nc6 O-O Bb7 d3 Nge7 dxc4 bxc4 Bxc4 Rc8 Qd3 Ng6 Bg5 f6 Be3 Nce5 Qd2 Nxc4 Qc1 Nxe3 fxe3 Qb6 Re1 Bc5 Nd1 Bxe4 Nc3 Bxf3 gxf3 O-O Na4 Qb7 Nxc5 Rxc5 c4 Qxf3 Rf1 Rg5#
lkasperbauer,1018,ismaelsilva,1707,-689,black,resign,92,e4 d5 d3 dxe4 c4 exd3 Bxd3 Qd7 Qc2 Qc6 Bxh7 Qxg2 Be4 Qxe4+ Qxe4 c6 Nf3 Nf6 Qf5 Bxf5 O-O Be4 Nbd2 Bg6 Re1 e6 Ne5 Nfd7 Nxg6 fxg6 Rxe6+ Be7 Ne4 Kd8 Bg5 Bxg5 Nxg5 Nc5 Rxg6 Rg8 Nf7+ Ke8 Nd6+ Kd7 Re1 Nba6 Nf5 Nd3 Re7+ Kd8 Rd6+ Kc8 Nxg7 Rd8 Rde6 Ndc5 Re5 Nd3 Re3 Nxb2 Re8 Rxe8 Rxe8+ Kd7 h4 Rxe8 Nxe8 Kxe8 h5 Kf7 h6 Kg8 f4 Nxc4 f5 Kh7 f6 Nd6 a4 c5 Kf1 c4 Ke1 Kxh6 f7 Nxf7 a5 Nc5 a6 b5 Kd1 b4
cliward132,1086,alireza_khamseh,1774,-688,black,mate,48,d4 d5 c4 c6 e3 Nf6 Nf3 Bg4 h3 Bh5 g4 Bg6 Bd3 Bxd3 Qxd3 e6 Na3 Be7 Bd2 Ne4 O-O-O Bxa3 bxa3 Nxf2 Qb1 Qc7 Rhe1 Nxd1 Kxd1 O-O Ke2 Nd7 Bc3 dxc4 Ne5 Nxe5 dxe5 Rad8 g5 b6 g6 fxg6 h4 Rf5 Qb2 Qf7 Qb1 Rf2#
improvingmyskill,1566,deathbyakillermonkey,2254,-688,black,mate,64,d4 d5 c4 c6 Nc3 Nf6 Nf3 e6 Bg5 h6 Bxf6 Qxf6 g3 dxc4 Bg2 Nd7 e4 Bb4 e5 Qd8 O-O Nb6 a3 Be7 Ne4 Nd5 Qc2 b5 Rab1 O-O b3 Nb6 bxc4 Nxc4 Ned2 Nxa3 Qb3 Nxb1 Rxb1 a5 Rc1 a4 Qd3 a3 Nb3 Bd7 Nfd2 Qb6 Kf1 a2 Na1 Kh8 Ne4 Ra3 Rc3 Rxc3 Qxc3 b4 Qb3 Qxd4 Nc2 a1=Q+ Ke2 Qad1#
fourtwenty,1513,sasha111,2199,-686,black,resign,34,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e5 Nxc6 bxc6 Be2 Bb4 Bd2 d6 f3 Qb6 a3 Bxc3 Bxc3 O-O Qxd6 Be6 Qxe5 Rfd8 Qg3 Ne8 Rd1 Qe3 Rxd8 Rxd8 Qf2 Qc1+
chippy,1286,gmroberthortal,1972,-686,black,resign,60,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e5 Nf3 a6 Nc3 d6 Bc4 Be6 Bxe6 fxe6 O-O Nf6 Ng5 Qd7 Ne2 Be7 f4 h6 fxe5 Nxe5 Nf3 Nxe4 Nxe5 dxe5 Qxd7+ Kxd7 Rd1+ Kc7 Re1 Bc5+ Kh1 Nf2+ Kg1 Nd3+ Kf1 Rhf8+ Nf4 Nxe1 Kxe1 exf4 g3 e5 gxf4 exf4 Ke2 Rae8+ Kf3 g5 c3 Re1 b4 Be3 Bb2 Rxa1
dhernandez101,1424,applepie5453,2110,-686,black,mate,102,e4 e5 Nf3 Nc6 Bc4 Bc5 d3 Nf6 Nc3 d6 Ng5 O-O Nxf7 Rxf7 Bxf7+ Kxf7 Qf3 Nd4 Qd1 Bg4 f3 Be6 O-O Nxc2+ d4 Bxd4+ Kh1 Nxa1 Bg5 h6 Bxf6 Qxf6 Qxa1 Rf8 Nb5 Bb6 Qc1 Qe7 f4 exf4 Rxf4+ Kg8 Rxf8+ Kxf8 Qf1+ Qf7 Qd3 Bc4 Nxd6 Bxd3 Nxf7 Kxf7 e5 Bd4 h4 Bxe5 Kg1 Bxb2 Kh2 Be5+ Kh3 Bc4 g4 Bxa2 Kg2 Bd5+ Kf2 a5 Ke3 a4 Kd3 a3 Kc2 a2 Kc1 a1=B Kd2 Bad4 Kd3 b5 Kc2 Be4+ Kd2 Bf4+ Ke2 b4 Kd1 b3 Ke2 b2 Kd1 Bde3 Ke2 b1=Q g5 Qd3+ Ke1 Bd2+ Kd1 Qe3 gxh6 Qe1#
samuelpro,856,wpao,1541,-685,white,mate,57,d3 d5 e4 e5 c4 dxc4 dxc4 Bb4+ Bd2 Bxd2+ Nxd2 Qd4 Ndf3 Qxb2 a4 Bg4 Nxe5 Bxd1 Rxd1 Qxe5 Bd3 Qc3+ Kf1 Nc6 Be2 Nd4 Rxd4 Qxd4 Nf3 Qa1+ Ne1 O-O-O g3 Nf6 Kg2 Nxe4 f3 Nd2 Nd3 Qxa4 Nc5 Qxc4 Bxc4 Nxc4 Ne4 f5 Nc5 Rd2+ Kh3 g5 Ra1 h5 Rxa7 g4+ Kh4 Ne5 Ra8#
rajinikanth,1541,smilsydov,2219,-678,black,resign,86,d4 Nf6 Nc3 d5 Bg5 Nbd7 e3 g6 Bb5 c6 Be2 h6 Bxf6 Nxf6 Nf3 Be6 Na4 Ne4 Nc5 Qa5+ Nd2 Nxc5 dxc5 Bg7 c3 Qxc5 Rc1 Qb6 Qb3 d4 Qxb6 axb6 cxd4 Rxa2 b4 O-O Bc4 Rb2 Bxe6 fxe6 Ne4 e5 O-O exd4 Rb1 Rxb1 Rxb1 d3 Kf1 e5 Rb3 Rd8 Ke1 Bf8 Kd2 b5 Nc5 Bxc5 bxc5 e4 f3 Ra8 fxe4 Ra2+ Kxd3 Rxg2 e5 Rxh2 Ra3 Kf7 Ra7 Ke6 Rxb7 Kxe5 Rb6 Kd5 e4+ Kxc5 Rb8 Rh3+ Ke2 g5 e5 Rh4 Rd8 Re4+
alnkar,1516,mmichael,2192,-676,black,mate,74,e4 c5 Nf3 d6 h3 Nf6 Nc3 g6 Bc4 Bg7 d3 O-O O-O Nc6 Be3 a6 a3 b5 Bb3 Bb7 Rb1 e5 Ng5 Nd4 Nd5 Nxb3 cxb3 Nxd5 exd5 Bxd5 f4 Rc8 fxe5 dxe5 Rc1 Qe7 b4 cxb4 Rxc8 Rxc8 axb4 Qxb4 Qd2 Qxd2 Bxd2 Rc2 Bc3 Rxg2+ Kh1 Rxg5+ Kh2 Rg2+ Kh1 Rxb2+ Kg1 Rg2+ Kh1 Rc2+ Kg1 Rxc3 Rd1 Bh6 Ra1 Rc2 Rxa6 Be3+ Kf1 Bf3 Ra8+ Bxa8 Ke1 Bf3 Kf1 Rc1#
zoerichi,1006,boulogne-sur-mer,1679,-673,black,mate,20,b4 e5 Nh3 Bxb4 Ng5 Nf6 Nxh7 Rxh7 Nc3 d5 Nxd5 Nxd5 c4 Nf6 c5 Bxc5 e4 Qd4 f3 Qf2#
lukarpov,1802,titlekiller,2473,-671,black,resign,37,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 g6 Be3 Bg7 f3 O-O Bc4 Nc6 Qd2 Bd7 O-O-O Rc8 Bb3 Ne5 h4 h5 Kb1 Re8 Bh6 Nc4 Bxc4 Rxc4 Bxg7 Kxg7 Qg5 Qb6 Nde2 Rec8 Qe3
omarhendawii,1201,toni4127,1871,-670,black,resign,56,d4 d5 h4 c5 dxc5 e6 b4 a5 c3 axb4 cxb4 Qf6 Qb3 Qxa1 Nf3 Qxa2 Qxa2 Rxa2 Ba3 Ra1 Nd2 Nc6 b5 Nd4 e3 Nc2+ Kd1 Nxa3 Kc1 Nxb1 Nxb1 Bxc5 Kb2 Ra5 f4 Bd7 Nc3 Bxe3 Be2 Bxf4 Rc1 Bxc1+ Kxc1 Nf6 b6 O-O g4 Rc5 Kc2 d4 g5 Nd5 Bf3 Rxc3+ Kd2 Rxf3
greenmachine,989,glonnee,1658,-669,black,resign,30,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Bc5 Qh5 Bxd4 Bc4 g6 Qf3 Qf6 Qxf6 Nxf6 Na3 Nxe4 Nb5 d6 Nxd4 Nxd4 Bd5 Nxc2+ Kd1 Nxf2+ Kxc2 Bf5+ Kd2 Nxh1
greenmachine,989,glonnee,1658,-669,black,mate,52,e4 e5 Qh5 d6 Bc4 g6 Qd1 Bg7 Nf3 Nf6 d4 Bg4 Nc3 Nc6 dxe5 Nxe5 Ng5 Bxd1 Nxd1 O-O Bxf7+ Rxf7 Nxf7 Kxf7 Nc3 a5 Nb5 c6 Nd4 Nxe4 h4 Ng4 f3 Ng3 Rh3 Be5 Bg5 Qb6 O-O-O Bxd4 Rxg3 Qxb2+ Kd2 Be3+ Ke1 Qc3+ Ke2 Qxc2+ Rd2 Qxd2+ Kf1 Qf2#
javichoo,1162,basakcesur,1830,-668,black,mate,32,e3 e5 d4 exd4 exd4 d5 Bb5+ c6 Be2 Nf6 Be3 Bd6 Nd2 Be6 Ndf3 Nbd7 Qd3 O-O O-O-O Qb6 Ng5 Bg4 f3 Bh5 g4 Bg6 Qd2 Bb4 c3 Ba3 bxa3 Qb1#
